用过的暖宝宝,8
抱枕,4
报废车,0
报废汽车,0
报刊,4
报纸,4
报纸、纸皮,4
被污染的报纸,8
被污染的旧报纸,8
被油污的报纸,8
被油污染的旧报纸,8
被油污污染的旧报纸,8
擦桌子的报纸,8
废报纸,4
废旧报纸,4
复印件报纸,4
海报,4
计算机报表纸,4
旧报,4
旧报刊,4
旧报纸,4
旅游时报,4
日报,4
少年报,4
湿报纸,8
手抄报,8
污染报纸,8
污染旧报纸,8
写过毛笔字的报纸,8
油旧报纸,8
油污报纸,8
油污的报纸,8
油污旧报纸,8
油污染的旧报纸,8
油污染旧报纸,8
油污污染报纸,8
油渍的报纸,8
脏报纸,8
沾了油污的报纸,8
鲍鱼,16
鲍鱼壳,8
爆米花,16
爆竹,8
玻璃杯,4
玻璃杯子,4
玻璃酒杯,4
玻璃水杯,4
不锈钢杯子,4
不锈钢水杯,4
瓷器杯子,8
瓷水杯,8
飞机杯,8
干净的纸杯,8
喝完的咖啡纸杯,8
咖啡杯盖,8
咖啡纸杯,8
咖啡纸杯(内表面附塑料膜"",8),
咖啡纸杯盖,8
可口可乐纸杯,8
可乐杯,8
没用过的纸杯,8
奶茶杯,8
奶茶杯子,8
奶茶纸杯,8
三杯鸡,16
湿纸杯,8
塑料杯,4
塑料杯子,4
塑料咖啡杯,4
塑料奶茶杯,8
塑料水杯,4
碎玻璃杯,4
搪瓷杯,8
陶瓷杯,8
陶瓷茶杯,8
陶瓷咖啡杯,8
铁杯,4
铁水杯,4
一次塑料杯,8
一次性杯子,8
一次性水杯,8
一次性塑料杯,8
一次性塑料杯子,8
一次性塑料水杯,8
一次性饮料杯,8
一次性纸杯,8
饮料杯,8
用过的塑料杯子,8
用过的一次性纸杯,8
用过的纸杯,8
纸杯,8
纸杯盖,8
纸咖啡杯,8
纸质咖啡杯,8
纸质一次性杯子,8
贝壳,8
贝壳的肉,16
贝壳类,8
贝壳类弃物,8
贝壳肉,16
大贝壳,8
扇贝,16
扇贝贝壳,8
扇贝壳,8
扇贝肉,16
小贝壳,8
硬贝壳,8
电脑设备,4
卫浴设备,64
被单,4
被套,4
被污染的旧衣服,8
被污染的衣服,8
被污染的纸,8
被污染衣服,8
被芯,4
被油污染的纸,8
被油污污染的纸盒,8
被子,4
废旧的被子,4
旧棉被,4
棉被,4
棉花垫被,4
湿被子,4
羽绒被,4
书本,4
本子,4
笔记本,4
笔记本电池,2
笔记本电脑,4
笔记本纸,4
废旧的笔记本电脑,4
废旧纸张本册,4
废弃书本,4
绘本,4
旧本子,4
旧书本,4
课本,4
练习本,4
默写本,4
书本纸,4
作业本,4
绷带,8
鼻毛,8
鼻屎,8
鼻涕纸,8
擦鼻涕的纸,8
擦鼻涕纸,8
擦鼻涕纸巾,8
擦过鼻涕的餐巾纸,8
擦过鼻涕的纸,8
擦过鼻涕的纸巾,8
搽鼻涕纸,8
带鼻涕的餐巾纸,8
擤鼻涕的纸巾,8
有鼻涕的纸巾,8
笔袋,8
笔,8
笔盖,8
笔杆,8
笔盒,4
笔记型计算机,4
笔壳,8
笔囊,8
笔套,8
笔屑,8
笔芯,8
布笔袋,4
彩笔,8
彩色笔,8
彩色铅笔,8
废笔芯,8
废弃的圆珠笔,8
粉笔,8
钢笔,8
钢笔里的墨囊,8
钢笔墨囊,8
勾线笔,8
红笔,8
画笔,8
画笔画的画,8
坏钢笔,8
记号笔,8
金属钢笔,8
金属铅笔盒,4
卷笔刀,8
可擦笔,8
可擦复写笔,8
可擦摩笔,8
可擦魔笔,8
腊笔,8
蜡笔,8
蜡笔画,8
蜡笔画的画,8
马克笔,8
毛笔,8
没用的笔芯,8
没用完的水笔芯,8
眉笔,8
魔笔,8
墨水笔,8
木头铅笔,8
木制铅笔,8
铅笔,8
铅笔盒,4
铅笔头,8
铅笔屑,8
铅笔芯,8
铅笔自动铅,8
签字笔,8
签字笔芯,8
水笔,8
水笔笔杆,8
水笔笔芯,8
水笔杆,8
水笔外壳,8
水笔芯,8
水彩笔,8
水彩笔芯,8
水性笔,8
水性笔芯,8
塑胶铅笔盒,4
塑料笔,8
塑料笔盒,4
塑料笔壳,8
塑料笔套,8
塑料铅笔盒,4
塑料水笔,8
塑料圆珠笔,8
铁皮铅笔盒,4
铁制铅笔盒,4
涂改笔,8
未用完的笔芯,8
文具铅笔盒,4
颜料笔,8
眼线笔,8
一次性笔芯,8
荧光笔,8
用过的原珠笔,8
用完的空圆珠笔芯是什么垃圾,8
用完的水笔芯,8
用完的水性笔芯,8
油画笔,8
油漆笔,8
原珠笔,8
原子笔,8
原子笔芯,8
圆珠笔,8
圆珠笔笔套,4
圆珠笔笔芯,8
圆珠笔杆,8
圆珠笔芯,8
中性笔,8
中性笔笔芯,8
中性笔塑料袋,8
中性水笔,8
自动铅笔,8
钻笔,8
碧根果,8
碧根果壳,8
雪碧瓶,4
冥币,8
游戏币,4
纸币,0
避孕套,8
避孕药,2
用过的避孕套,8
鞭炮,8
牛鞭,16
纸张鞭炮,8
编织袋,8
便,0
便便,0
便利贴,8
便签,8
便条纸,8
便纸,8
吃过的方便面,16
宠物便便,0
宠物大便,0
宠物粪便,0
宠物兔粪便,0
大便,0
动物的粪便,0
动物粪便,0
方便筷,8
方便面,16
方便面袋,8
方便面袋子,8
方便面盒,8
方便面盒子,8
方便面桶,8
方便面碗,8
粪便,0
狗便,0
狗便便,0
狗大便,0
狗粪便,0
狗狗便便,0
狗狗大便,0
狗狗粪便,0
家禽粪便,0
猫便,0
猫便便,0
猫大便,0
猫粪便,0
用过的便纸,8
有粪便的尿布,8
变质的食物,16
变质食品,16
标签,8
标签卡,8
标签色带,8
废鼠标,4
服装商标,8
旧鼠标,4
鼠标,4
鼠标垫,8
无线鼠标,4
纸质商标,8
电表盒,4
电话手表,4
电子手表,4
机械表,4
手表,4
手表电池,2
塑料钟表,4
钟表,4
别针,8
曲别针,8
瘪掉的篮球,4
冰袋,8
冰柜,4
冰激淋,16
冰激凌,16
冰淇淋,16
冰糖,16
冰箱,4
冰箱冰袋,8
电冰箱,4
干冰袋,8
旧冰箱,4
快递冰袋,8
冷冻食品用的冰袋,8
冷冻用冰袋,8
医用冰袋,8
葡萄柄,16
游戏手柄,4
丙烯,8
饼干袋,8
饼干罐,4
饼干塑料盒,8
饼干铁盒,4
饼干渣,16
饼干纸盒,4
葱油饼,16
大饼,16
粉饼,8
糕饼,16
过期饼干,16
化妆粉饼,8
糠饼,16
可丽饼,16
煤饼,8
披萨饼盒,8
铁制饼干盒,4
鲜肉月饼,16
月饼,16
月饼盒,4
月饼铁盒,4
病人换下来的纸尿裤,8
玻璃,4
碎玻璃,4
玻璃餐盒,4
玻璃餐具,4
玻璃尺,4
玻璃灯管,2
玻璃灯罩,4
玻璃调料瓶,4
玻璃饭盒,4
玻璃罐,4
玻璃锅,4
玻璃锅盖,4
玻璃壶,4
玻璃胶,8
玻璃胶带,8
玻璃酒瓶,4
玻璃奶瓶,4
玻璃盘,4
玻璃盘子,4
玻璃盆,4
玻璃啤酒瓶,4
玻璃片,4
玻璃瓶,4
玻璃瓶罐,4
玻璃器皿,4
玻璃碎片,4
玻璃碎瓶,4
玻璃碗,4
玻璃小药瓶,2
玻璃药瓶,2
玻璃油瓶,4
玻璃渣,4
玻璃纸,8
玻璃制品,4
玻璃制容器,4
彩色玻璃,4
窗玻璃,4
废玻璃,4
废玻璃制品,4
废旧玻璃,4
钢化玻璃,4
过期玻璃瓶,4
咖啡玻璃瓶,4
空玻璃瓶,4
毛玻璃,4
门窗玻璃,64
墨汁玻璃瓶,4
牛奶玻璃瓶,4
啤酒玻璃瓶,4
破碎玻璃,4
强化玻璃,4
人造玻璃,4
碎玻璃瓶,4
用过的酱油玻璃瓶,4
有机玻璃,4
有机玻璃制品,4
菠菜,16
菠萝,16
菠萝干,16
菠萝蜜,16
菠萝蜜核,8
菠萝蜜壳,8
菠萝派,16
菠萝皮,16
菠萝头,16
数字音乐播放器,4
微波炉,4
博美,0
铂金纸,8
铝箔,4
铝箔餐盒,8
铝箔纸,4
鋁箔,4
锡箔,8
锡箔纸,8
一次性铝箔餐盒,8
鸭脖,16
鸭脖子,16
捕蚊灯,4
胡萝卜,16
萝卜,16
萝卜的叶子,16
萝卜干,16
不含汞铅电池,8
不锈钢,4
不锈钢尺子,4
不锈钢刀,4
不粘锅,4
儿童尿不湿,8
没用过的尿不湿,8
尿不湿,8
湿了的尿不湿,8
小孩尿不湿,8
婴儿尿不湿,8
婴儿一次性尿不湿,8
用过的尿不湿,8
布,4
布袋,4
布袋子,4
布类,4
布料,4
布面粉袋,4
布偶,4
布条,4
布娃娃,4
布玩偶,4
布鞋,4
布艺沙发,32
擦眼镜布,8
成人尿布,8
纺织布,4
废旧抹布,8
废抹布,8
狗尿布,8
含油抹布,8
胶布,8
旧布料,4
旧布鞋,4
旧抹布,8
麻布,4
猫尿布,8
没用过的尿布,8
棉麻桌布,4
抹布,8
尿布,8
尿布湿,8
破布,4
破抹布,8
纱布,8
湿抹布,8
湿尿布,8
使用过的尿布,8
塑料布,8
碎布,4
碎布料,4
碎布料枕头,4
碎布头,8
拖布头,8
无纺布,8
无纺布袋,8
洗碗布,8
小孩尿布,8
一次性抹布,8
一次性尿布,8
一次性塑料布,8
一次性台布,8
一次性桌布,8
医用纱布,0
婴儿尿布,8
婴幼儿尿布,8
用过的尿布,8
油画布,8
油抹布,8
油网布,8
油污布,8
脏布,8
纸尿布,8
狙击步枪,0
电话簿,4
擦过菜汁的抽纸,8
擦过的纸巾,8
擦过屁股的卫生纸,8
擦汗的纸巾,8
擦屁股的纸,8
擦屁股的纸巾,8
擦屎纸,8
擦拭过的餐巾纸,8
擦手的面巾纸,8
擦手巾,8
擦手纸,8
擦完嘴的纸,8
擦眼泪的纸,8
擦油纸,8
摩易擦,8
魔力擦,8
橡皮擦,8
废木材,64
废中药材,16
干药材,16
建材,64
建材垃圾,64
木材,64
木材旧家具,32
食材废料,16
药材,16
中药材,16
中药药材,16
一次性血糖采血针,8
彩电,4
彩票,8
彩色打印纸,4
彩色回形针,8
彩色塑料瓶,4
彩色塑料纸,8
彩色相片,2
彩色相片纸,2
彩色相纸,2
彩色颜料,8
彩色照片,2
彩纸,8
彩妆,8
打印过的彩色相片纸,2
打印后的彩色照片,2
水彩,8
水彩画,8
水彩颜料,8
菜,16
菜饭,16
菜饭盒,8
菜根,16
菜根菜头,16
菜梗,16
菜梗菜叶,16
菜花,16
菜椒,16
菜皮,16
菜叶,16
菜叶子,16
菜渣,16
吃菜剩下的鱼骨头,16
厨房剩菜,16
淡菜,16
饭菜,16
饭菜盒,8
饭菜渣,16
腐烂蔬菜,16
隔夜菜,16
根茎蔬菜,16
瓜果蔬菜,16
花菜,16
金针菜,16
金属制菜篮子,4
韭菜,16
烂菜叶,16
烂蔬菜,16
绿叶菜,16
芹菜,16
芹菜叶,16
青菜,16
青菜杆,16
青菜皮,16
青菜叶,16
球生菜,16
生菜,16
剩菜,16
剩菜饭,16
剩菜剩饭,16
剩饭菜,16
剩饭剩菜,16
剩飯剩菜,16
剩余饭菜,16
蔬菜,16
蔬菜瓜果皮,16
蔬菜果皮,16
蔬菜茎叶,16
蔬菜皮,16
蔬菜水果,16
蔬菜水果皮,16
蔬菜叶,16
熟菜,16
素菜,16
塑胶菜蓝子,4
咸菜,16
油菜花,16
沾了菜油的餐巾纸,8
紫菜,16
餐盒,8
餐巾,8
餐巾纸,8
餐巾纸袋子,8
餐巾纸盒,8
餐巾紙,8
餐厅纸,8
餐纸,8
吃剩的快餐,16
吃剩的快餐盒,8
废餐巾纸,8
废弃餐巾纸,8
快餐盒,8
快递餐盒,8
泡沫餐盒,8
剩餐,16
湿餐巾,8
湿餐巾纸,8
湿的餐巾纸,8
湿了的餐巾纸,8
使用的餐巾纸,8
使用过的餐盒,8
使用过的餐巾纸,8
使用过的纸质餐盒,8
塑料餐盒,8
塑料餐具,4
外发餐盒,8
外卖餐盒,8
外卖盒纸餐盒,8
外卖塑料餐盒,8
外卖纸餐盒,8
未使用的餐巾纸,8
污损餐巾纸,8
午餐肉,16
午餐肉罐,4
午餐肉罐头,4
一次性餐盒,8
一次性餐具,8
一次性餐盘,8
一次性塑料餐盒,8
一次性塑料餐具,8
一次性纸餐盒,8
用过餐巾纸,8
用过的餐巾纸,8
用过的湿餐巾纸,8
用完的餐巾纸,8
油腻的餐巾纸,8
有污渍的餐盒,8
脏餐巾纸,8
脏的餐巾纸,8
纸餐盒,8
纸制餐盘,8
西洋参,16
蚕丝,4
蚕豆壳,16
残羹,16
残花,16
残旧衣服,4
残渣剩饭,16
残枝,16
残枝落叶,16
落叶残花,16
食物残渣,16
食物残渣及宠物饲料,16
中药残渣,16
苍蝇,16
苍蝇拍,8
草稿纸,4
草,16
草莓,16
草皮,16
草药,16
草纸,8
草纸卫生纸,8
除草剂,2
除草剂罐,2
干草叶,16
花草,16
花草树叶,16
黄草纸烧的灰,8
皮草,4
青草,16
水草,16
写过的草稿纸,4
用过的草纸,8
杂草,16
中草药,16
厕所,0
厕所的卫生纸,8
厕所手纸,8
厕所用纸,8
厕所纸,8
厕所纸巾,8
厕纸,8
入厕用纸,8
湿厕纸,8
用过的厕纸,8
手册,4
相册,4
宣传册,4
插排,4
插头,4
插座,4
充电插头,4
废旧排插,4
叉子,4
塑料叉子,8
一次性叉子,8
茶叶,16
茶,16
茶袋,8
茶盒,8
茶壶,8
茶壶碎片,8
茶几,32
茶碗,8
茶叶袋,8
茶叶蛋,16
茶叶罐,4
茶叶盒,4
茶叶渣,16
茶叶渣子,16
茶渣,16
袋泡茶,8
袋装茶叶,8
干茶叶,16
过期茶叶,16
喝过的茶叶,16
喝过的茶叶渣,16
绿茶瓜子,16
没有泡过的茶叶,16
泡过的茶叶,8
平常喝茶的茶叶渣,16
平常喝的茶叶,16
剩茶叶,16
水果茶,16
陶瓷茶叶罐,8
珍珠奶茶盒,8
纸制茶叶罐,8
紫砂茶具,8
火柴,8
硅胶铲,8
电器产品,4
电子产品,4
废旧电子产品,4
废弃电子产品,4
水产及其加工食品,16
水产类弃物,16
碎纸机产生的纸屑,8
常温牛奶盒,4
常温牛奶盒子,4
长毛绒,4
长毛绒玩具,4
长生果,16
长生果壳,16
长筒连裤袜,8
长头发,8
长尾夹,4
长靴,4
红肠,16
火腿肠,16
香肠,16
香肠袋,8
鱼肠,16
鱼鳞鱼肠,16
唱片,8
黑胶唱片,8
超能胶,8
超市小票,8
超市装肉盒,8
钞票,0
点钞机,4
纸钞,8
过朝食品,16
潮湿塑料袋,8
防潮盒,4
防潮剂,8
受潮的纸张,4
吸潮剂,8
炒花生壳,16
炒面,16
糖炒栗子,16
糖炒栗子壳,16
车,0
车厘子,16
车辆,0
车钥匙,8
电动车,0
二手车,0
废机车,0
废脚踏车,4
废弃的自行车,0
废汽车,0
公交车,0
环卫车,0
火车,0
火车轨道,0
货车,0
脚踏车,0
轿车,0
旧电瓶车,0
旧自行车,0
卡车,0
汽车,0
汽车机油,0
汽车空气滤清器,4
汽车轮胎,0
汽车雨刮器,8
汽机车座垫,32
玩具车,4
行车记录仪,4
遥控车,4
助动车,0
自行车,0
自行车轮胎,4
灰尘,8
尘土,8
打扫灰尘,8
灰尘毛发,8
扫地灰尘,8
湿灰尘,8
吸尘器,4
吸尘器垃圾,8
陈皮,16
衬衫,4
衬衣,4
橙,16
橙皮,16
橙子,16
橙子皮,16
成人用品,8
结成团的猫砂,8
中成药,2
体重秤,4
吃过的大骨头,8
吃过的甘蔗,16
吃过的口香糖,8
吃过的奇趣蛋,8
吃过的外卖盒,8
吃过的一次性饭盒,8
吃剩下的牡蛎壳,8
吃剩下的葡萄杆,16
吃剩下的提子杆,16
吃完的泡面盒,8
金属汤匙,4
钥匙,4
充电电池,2
电池,2
电脑电池,2
電池,2
废电池,2
废旧电池,2
废镍镉电池,2
废弃电池,2
废手机充电电池,2
废手机电池,2
废氧化汞电池,2
干电池,2
镉镍电池,2
含汞电池,2
碱电池,8
碱性电池,8
碱性无汞电池,8
旧电池,2
可充电电池,2
锂电池,2
锂离子电池,2
镍镉电池,2
镍铝电池,2
镍氢电池,2
纽扣电池,2
钮扣电池,2
钮扣电子电池,2
普通干电池,2
七号电池,2
铅酸电池,2
铅蓄电池,2
手机充电电池,2
手机电池,2
太阳能电池,2
碳性电池,8
无汞电池,8
无汞干电池,8
无汞碱性电池,8
五号电池,2
蓄电池,2
氧化汞电池,2
遥控器电池,2
用过的电池,2
照相机电池,2
齿轮,4
掉下来的牙齿,8
牙齿,8
尺,8
尺子,4
塑胶尺,8
塑料尺,4
塑料尺子,4
铁尺,4
文具尺,4
直尺,8
鸡翅,16
鸡翅骨头,16
充电器,4
充电热水袋,4
充电线,4
充气袋,8
充气沙发,4
充气娃,4
充气娃娃,4
泡沫填充,8
氢气球充气钢瓶,4
手机充电器,4
手机充电线,4
冲泡饮料,16
虫,16
虫子,16
废杀虫剂,2
废杀虫剂罐,2
毛毛虫,16
米虫,16
杀虫剂,2
杀虫剂罐,2
杀虫剂罐子,2
杀虫剂空瓶,2
杀虫剂瓶,2
杀虫剂瓶罐,2
杀虫剂桶,2
杀虫喷雾,2
杀虫喷雾罐,2
杀虫喷雾瓶,2
杀虫瓶罐,2
杀虫气雾剂,2
死昆虫,16
宠物,0
宠物粪,0
宠物粮食,16
宠物毛,8
宠物毛发,8
宠物排泄物,0
宠物尸体,0
宠物饲料,16
抽水马桶,64
抽屉,32
抽完的烟蒂,8
抽完烟的烟蒂,8
抽油烟机,32
抽纸,8
绸带,4
丝绸制品,4
臭豆腐,16
臭鸡蛋,16
臭袜子,8
打印出来的纸,4
橱柜,64
旧橱柜,64
旧衣橱,32
衣橱,32
厨房垃圾,16
厨房垃圾袋,8
厨房用钢丝球,8
厨房用纸,8
厨房纸,8
厨房纸巾,8
厨余,16
厨余果皮,16
厨余垃圾,16
厨余垃圾筒,4
金属厨具,4
除湿盒,4
除湿机,4
除湿剂,8
除氧剂,8
氯化钙除湿剂,8
储物柜,32
传单,4
传真机,4
传真纸,4
宣传单,4
宣传页,4
宣传纸,4
手串,8
窗户,64
窗帘,4
窗纱,8
坏门窗,64
铝门窗外框,64
纱窗,8
铁窗,64
床,32
床单,4
床垫,32
床垫子,32
床架,32
床上用品,4
床罩,4
废床单,4
废旧床,32
废旧家具床,32
旧床单,4
旧床垫,32
旧衣服床单,4
木床,32
木头床架,32
使用过的旧床单,4
双人床,32
席梦丝床垫,32
席梦思床垫,32
创可贴,8
创口贴,8
使用过的创可贴,8
用的创可贴,8
吹风机,4
电吹风,4
锤子,4
铁锤,4
春梅,16
唇膏,8
润唇膏,8
纯水滤芯,8
磁带,8
磁碟片,8
磁卡,8
磁力片,8
磁盘盒,4
磁片盒,4
磁铁,4
电磁炉,4
陶磁,8
硬式磁碟机,4
陶瓷,8
瓷片,8
瓷器,8
瓷器瓶,8
瓷器碎片,8
瓷碗,8
瓷制品,8
瓷砖,64
破瓷品,8
破瓷瓶,8
破瓷器,8
破瓷碗,8
破旧的瓷品,8
破旧陶瓷,8
破旧陶瓷品,8
破碎瓷碗,8
破碎陶瓷,8
破损瓷器,8
碎瓷,8
碎瓷片,8
碎瓷器,8
碎陶瓷,8
碎陶瓷碗,8
搪瓷,4
搪瓷碗,4
陶瓷刀,8
陶瓷罐,8
陶瓷花盆,8
陶瓷品,8
陶瓷砂锅,8
陶瓷碎片,8
陶瓷碗,8
陶瓷制品,8
鱼刺,16
塑料一次性,8
塑料一次性饭盒,8
一次性豆浆袋,8
一次性豆浆塑料盒,8
